"utterance"	"word"	"annotation"	"source"	"secondary"	"sentence"	"type"	"ar"	"bg"	"bs"	"cs"	"da"	"de"	"el"	"en"	"es"	"et"	"fi"	"fr"	"he"	"hr"	"hu"	"id"	"it"	"ja"	"nl"	"no"	"pl"	"pt"	"ro"	"ru"	"sl"	"sr"	"sv"	"tr"	"vi"	"zh"
7354	5	"DN"	"autoDN"		"what did you do ? nothing . i do n't know ."	"thing"	".لاشيء"	"нищо"	"nista"	"nic"	"ingenting"	"nichts"	"τίποτα"	"nothing"	"nada"	"midagi"	"mitään"	"rien"	".שום דבר"	"-ništa"	"semmit"	"tidak ada"	"nulla"	"何 も"	"niets"	"ingenting"	"nic"	"nada"	"nimic"	"ничего"	"–nič"	"ništa"	"ingenting"	"hiçbir şey"		"都 没做"
7401	1	"CD"	"agreement"		"if something happens to us , you 're the heir to winterfell ."	"thing"	"شيئاً"	"нещо"		"něco"	"der"	"etwas"	"κάτι"	"something"	"algo"	"midagi"	"jotakin"	"quelque chose"	"משהו"	"nešto"		"sesuatu"	"qualcosa"	"何 か"	"iets"	"noe"	"coś"	"alguma coisa"	"ceva"	"что-то"	"kaj"	"nešto"	"något"	"şey"	"chuyện gì"	"出了 什"
7548	8	"IN"	"error"		"do n't you think we ought to do something about it ?"	"thing"		"нещо"	"nešto"	"něco"	"noget"	"etwas"	"κάτι"	"something"	"algo"		"jotain"	"quelque chose"	"משהו"	"nešto"	"valamit"	"sesuatu"	"qualcosa"		"iets"	"noe"	"coś"	"algo"	"ceva"	"что-то"		"nešto"	"nåt"	"şey"	"gì"	"点 什"
7581	20	"SP"	"agreement"		"- your life . - my life ? and the lives of your wise masters . but i also want something in return ."	"thing"		"нещо"	"nešto"	"něco"	"noget"	"etwas"	"κάτι"	"something"	"algo"	"midagi"	"jotakin"	"quelque chose"	"משהו"	"nešto"	"valamit"	"sesuatu"	"qualcosa"		"iets"	"noe"	"czegoś"	"algo"	"ceva"	"кое-что"	"nekaj"	"nešto"	"nåt"	"şey"	"thứ"	
7610	17	"DN"	"autoDN"		"i 'm your whore . and when you are tired of fucking me , i will be nothing ."	"thing"	"نكرة"	"нищо"	"ništa"	"nic"	"intet"	"nichts"	"τίποτα"	"nothing"	"nada"	"tühi"	"mitään"	"rien"	"שום דבר"	"ništa"	"senki"	"siapa-siapa"	"nulla"		"niets"	"ingenting"	"niczym"	"nada"	"nimic"	"никем"	"nič"	"ništa"	"ingenting"	"hiçbir şeyin"		"什 么 都"
7654	0	"DN"	"autoDN"		"nothing to say ?"	"thing"	"شيء"	"нищо"	"ništa"	"nemáš"	"intet"	"nichts"	"τίποτα"	"nothing"	"¿nada"	"polegi midagi"	"mitään"	"rien"		"nemaš ništa"	"nincs"	"diam"	"perso"		"niets"	"noe"	"nic"	"nada"	"nimic"	"нечего"	"nimaš nič"	"ništa"	"inget"	"şeyin yok"		"没话"
7667	4	"SP"	"agreement"		"oh . i felt something ."	"thing"		"нещо"	"nešto"	"něco"	"noget"		"κάτι"	"something"	"algo"	"midagi"	"jotain"	"quelque chose"	"משהו"	"nešto"		"sesuatu"	"qualcosa"	"か"	"iets"	"noe"	"coś"	"algo"	"ceva"	"кое-что"	"nekaj"	"nešto"	"nåt"	"şey"	"thứ gì đó"	
7899	3	"SP"	"agreement"		"i 've got something important to ask you ."	"thing"	"شيء"	"нещо"	"nesto"	"něco"	"noget"	"etwas"	"κάτı"	"something"	"algo"	"midagi"		"truc"	"משהו"	"nešto"	"valami"	"hal"	"una cosa"	"事"	"iets"	"noe"	"coś"	"coisa"	"ceva"		"nekaj"	"nešto"	"något"	"şey"	"vài điều"	"ㄆ"
8038	3	"SP"	"agreement"		"and i have something very important to tell you . or , let me check , do you want to know the big secret , or would you rather find it out for yourself like i did ?"	"thing"	"شيء"	"нещо"	"nesto"	"něco"	"noget"	"etwas"	"κάτı"	"something"	"algo"	"midagi"	"kerrottavaa"	"quelque chose"	"משהו"	"nešto"	"valami"	"hal"		"あ"	"iets"	"noe"	"coś"	"uma coisa"	"ceva"	"кое-что"	"nekaj"	"nešto"	"något"		"một điều"	
8155	6	"CD"	"agreement"		"let us know if you need anything else . thank you ."	"thing"	"شئ"	"нещо"	"nešto"	"něco"		"etwas"	"κάτι"	"anything"	"algo"	"midagi"	"jotain"	"chose"	"משהו"	"nešto"	"valamire"	"sesuatu"	"serva"			"noe"	"czegoś"	"alguma coisa"	"ceva"	"что-то"	"kaj"	"nešto"	"nåt"	"şey"	"gì"	"要帮忙"
8163	1	"NS"	"agreement"		"do something ."	"thing"	"شيئا"	"нещо"	"nešto"	"něco"	"noget"	"etwas"	"κάτι"	"something"	"algo"	"midagi"	"jotain"	"quelque chose"	"משהו"	"nešto"	"valamit"	"sesuatu"	"qualcosa"	"何 か"	"iets"	"noe"	"coś"	"alguma coisa"	"ceva"	"что-нибудь"	"kaj"	"nešto"	"nåt"	"şey"	"gì"	"救救"
8228	8	"CD"	"agreement"		"thanks for looking out for her . if anything ..."	"thing"	"شئ"	"нещо"	"nešto"	"něco"	"noget"	"irgendetwas"	"οτιδήποτε"	"anything"	"hubiera"	"midagi"	"jotain"	"soit"	"משהו"	"nešto"	"bármi"	"apapun"	"successo"	"も"	"iets"	"noe"	"cokolwiek"	"alguma coisa"	"ceva"	"что-нибудь"	"karkoli"	"nešto"	"nånting"	"şey"	"điều gì"	
8229	9	"QU"	"agreement"	"Q2"	"i 'll go check on her . you need something else ? okay ."	"thing"	"شئ"	"нещо"	"nešto"	"něco"		"irgendetwas"	"τίποτα"	"something"	"algo"	"midagi"	"jotain"	"quelque chose"	"משהו"	"nešto"	"valami"	"yang"	"qualcos'altro"		"iets"	"noe"	"coś"	"alguma"	"altceva"	"что-то"	"kaj"	"nešto"	"nåt"	"bir şey"	"gì"	"什 么吗"
8230	7	"CD"	"agreement"		"same thing goes for you . if anything worse than this had happened to you ..."	"thing"	"أي"	"нещо"	"nešto"	"něco"	"noget"	"irgendetwas"	"κάτι"	"anything"	"algo"		"jotain"	"quelque chose"	"משהו"	"nešto"	"bármi"	"hal"	"qualcosa"	"こと"	"iets"	"noe"	"cokolwiek"	"algo"		"что-нибудь"	"kaj"	"nešto"	"nåt"		"điều gì"	"有什 么"
8233	2	"QU"	"agreement"	"Q2"	"you got something needs looking at ?"	"thing"	"شئ"		"nešto"	"něco"	"noget"	"etwas"	"κάτι"	"something"	"algo"	"midagi"		"quelque chose"	"במשהו"	"nešto"	"valami"	"sesuatu"	"una"		"iets"	"noe"	"coś"	"alguma coisa"	"ceva"	"что-то"	"kaj"	"nešto"	"nåt"	"bir"	"gì"	
8234	9	"SP"	"agreement"		"go see . you two seem to be holding something back ."	"thing"	"شيئا"	"нещо"	"nešto"	"něco"	"noget"	"etwas"	"κάτι"	"something"	"algo"	"midagi"	"jotain"	"quelque chose"	"משהו"	"nešto"	"valamit"	"sesuatu"	"qualcosa"	"何 か"	"iets"	"noe"	"coś"	"alguma coisa"	"ceva"	"что-то"	"nekaj"	"nešto"	"nåt"	"şeyler"	"điều gì đó"	
8368	4	"DN"	"autoDN"		"but if we do nothing , they kill asher , the vice president ... and his entire national security team . and connor , if he 's in there ."	"thing"	"شيئا،"	"нищо"	"ništa"	"nic"	"noget"	"nichts"	"τίποτα"	"nothing"	"nada"	"midagi"	"mitään"	"rien"	"כלום"	"ništa"	"teszünk semmit"	"tidak"	"niente"	"何 も"	"niets"	"noe"	"nic"	"nada"	"nimic"		"ničesar"	"učinimo ništa"	"inget"	"hiçbir şey"	"gì"	
1784	1	"DN"	"autoDN"		"then something crazy ."	"thing"	"فعل"	"нещо"	"nešto"	"nějakou"	"noget"	"irgendetwas"	"κάτι"	"something"	"algo"	"midagi"	"jotain"	"truc"	".ומשהו"	"nešto"	"valami"	"sesuatu"	"qualche"		"iets"	"noe"	"coś"	"faço"		"что-нибудь"	"nekaj"	"nešto"	"nåt"	"şey"	"một điều gì đó"	"件"
7766	9	"DN"	"autoDN"		"oh , and , tim , try and do something interesting . so much trouble . i mean it . really ."	"thing"	"شيء"	"нещо"	"nesto"	"něco"		"etwas"	"κάτı"	"something"	"algo"	"midagi"	"jotain"	"quelque chose"	"משהו"	"nešto"	"valami"	"sesuatu"	"qualcosa"		"wat"	"noe"	"coś"	"alguma coisa"	"ceva"	"что-нибудь"	"kaj"	"nešto"	"något"	"bir şey"	"gì"	
8800	16	"SP"	"agreement"		"what are you doing ? - trying to shoot off the cables ? - i heard something . come on . that thing 's 100 years old . the shit 's too heavy for it . let 's unload before it snaps ."	"thing"	"شيئاً"	"нещо"	"nešto"	"něco"	"noget"	"was"	"κάτι"	"something"	"algo"	"midagi"	"jotain"	"quelque chose"	"משהו"	"-nešto"	"valamit"	"sesuatu"	"qualcosa"	"か"	"wat"	"noe"	"coś"	"coisa"	"ceva"	"что-то"	"–nekaj"	"-nešto"	"nåt"	"bir şey"	"cái"	"東西"
8834	44	"FC"	"agreement"		"- he 's not doing it by himself . - someone else is footing the bill . - who ? heard of the military-industrial complex ? those are the manufacturers of the weapons . they think they own the system and they will do anything to keep that power ."	"thing"	"أيّ"	"всичко"	"sve"	"cokoli"	"helst"	"alles"		"anything"	"sea"	"kõik"	"kaikkensa"	"tout"	"הכל"	"sve"	"bármi"	"saja"	"qualunque"				"nic"	"tudo"	"orice"	"все"	"vse"	"sve"	"allt"	"her şeyi"	"mọi"	
15195	20	"NS"	"agreement"		"are you alright ? i need to take a look at that leg . ollie . see if there is something that we can use as a bandage . - and see if you can find clean water . - okay . i got it ."	"thing"	"شئ"	"нещо"	"nešto"			"etwas"	"κάτι"	"something"	"algo"	"midagi"	"mitään"		"משהו"	"nešto"	"valami"	"sesuatu"	"qualcosa"		"iets"	"noe"	"czegoś"	"coisa"	"ceva"	"что-нибудь"	"nekaj"	"nešto"	"nåt"	"şey"	"gì"	
12174	28	"IN"	"agreement"		"tell me you do n't think this is suspicious . i do n't think this is suspicious . a mysterious professor who wo n't admit he 's had something stolen from his house ?"	"thing"	"شيء"	"нещо"	"nešto"	"něco"	"noget"		"κάτι"	"something"	"algo"	"midagi"		"quelque chose"	"משהו"	"nešto"	"valamit"	"ada"	"qualcosa"		"iets"	"noe"	"coś"	"alguma coisa"	"ceva"	"что-то"	"nekaj"	"nešto"		"bir şey"	"gì đó"	"東西"
9147	4	"SP"	"error"	"IQ;Q2"	"you wan na see something really special ? - yeah . - carol ."	"thing"	"شيء"	"нещо"	"nešto"	"něco"	"noget"	"was"	"κάτι"	"something"	"algo"	"midagi"	"jotain"		"משהו"	"nešto"	"valami"	"sesuatu"	"qualcosa"	"か"	"iets"	"noe"	"coś"	"coisa"	"ceva"	"кое-что"	"nekaj"	"nešto"	"nåt"	"bir şey"	"vài thứ"	
9151	7	"NS"	"agreement"		"so get your head clear and do something ."	"thing"	"شيء"	"нещо"	"nesto"	"něco"	"noget"	"etwas"	"κάτι"	"something"	"algo"	"midagi"	"jotakin"	"quelque chose"	"משהו"	"nešto"	"valamit"	"sesuatu"	"qualcosa"		"iets"	"noe"	"coś"	"alguma coisa"	"ceva"	"что-нибудь"	"ukreni kaj"	"nešto"	"nåt"	"bir şeyler"	"gì đó"	"点"
9154	3	"CD"	"agreement"		"if i say something , will you promise not to be mad ? i wo n't get mad ."	"thing"		"нещо"	"nesto"	"něco"	"noget"	"etwas"	"κάτι"	"something"	"algo"	"midagi"	"jotakin"	"quelque chose"		"nešto"	"valamit"	"sesuatu"	"una cosa"	"何"	"iets"	"noe"	"coś"	"coisa"	"ceva"	"кое-что"	"nekaj"	"nešto"	"nåt"	"bir şey"	"điều"	"点"
9238	7	"NS"	"agreement"		"the governor , you need to do something . i am . no , you need to sleep with him . give him the greatest night of his life . you get him to drop his guard . then when he 's sleeping , you can end this ."	"thing"	"شيء"	"нещо"	"nesto"	"něco"	"noget"	"unternehmen"	"κάτι"	"something"	"algo"		"jotakin"	"quelque chose"	"משהו"	"nešto"	"valamit"	"sesuatu"	"qualcosa"	"何 か"	"iets"	"noe"	"coś"	"alguma coisa"	"ceva"	"что-то"	"nekaj"	"nešto"	"nåt"	"şeyler"	"điều"	"点 什么"
8986	19	"SP"	"agreement"		"okay , listen , walker 's not doing this for the money , trust me . - there is something else going on . - i ca n't do that , ma'am . on the worst day that our country has ever had you could be the key to figuring all of this out ."	"thing"	"شيء"	"нещо"	"nešto"	"něco"	"noget"	"etwas"	"-kάτι"	"something"	"algo"	"midagi"	"jotain"	"chose"	"משהו"	"-nešto"	"valami"	"hal"	"c'è"	"か"	"iets"	"noe"	"coś"	"coisa"	"altceva"	"что-то"	"nekaj"	"-nešto"	"nåt"	"bir şey"	"chuyện"	
9319	8	"DN"	"agreement"		"hernando . hey . i do n't see anything . upper middle . it 's faint . there 's a word in the water ."	"thing"	"شيئاً"	"нищо"	"ništa"		"noget"	"nichts"	"τίποτα"	"anything"	"nada"	"midagi"	"mitään"	"rien"	"כלום"	"ništa"	"semmit"	"apa-apa"	"niente"	"何 も"	"niks"	"ingenting"	"nic"	"nada"	"nimic"	"ничего"	"ničesar"	"ništa"	"ingenting"	"şey"	"gì"	"都"
11214	13	"OT"	"excluded"		"morning . hey . come on . i 'm gon na show you something ."	"thing"	"شيئًا"		"nešto"	"něco"	"noget"	"was"	"κάτι"	"something"	"algo"	"midagi"	"jotain"	"un truc"	"משהו"	"nešto"	"valamit"	"sesuatu"	"una cosa"		"iets"	"noe"	"coś"	"algo"			"nekaj"	"nešto"	"nånting"		"cái"	"东 西"
5855	5	"SP"	"agreement"		"i need to tell you something . do it . now ."	"thing"	"بشيء"	"нещо"	"nešto"	"něco"	"noget"	"etwas"	"κάτι"	"something"	"algo"	"midagi"	"jotakin"	"quelque chose"	"משהו"	"nešto"	"valamit"	"sesuatu"	"una cosa"	"あ"	"wat"	"noe"	"coś"	"coisa"	"ceva"	"кое-что"	"nekaj"	"нешто"	"nåt"	"şey"	"chuyện"	
9449	2	"QU"	"error"	"Q2"	"you feel anything ? no ."	"thing"	"بأي"	"нещо"	"nešto"	"něco"	"noget"	"was"	"τίποτα"	"anything"	"algo"	"midagi"	"missään"	"quelque chose"	"משהו"	"nešto"	"valamit"	"sesuatu"	"niente"		"iets"	"noe"	"coś"	"alguma coisa"	"ceva"	"че-нить"	"kaj"	"nešto"	"nåt"	"şey"	"gì"	
9567	6	"SP"	"agreement"		"and now i will show you something amazing . it 's supposed to be from a different planet - in outer space ! - here we go ."	"thing"	"شيء"	"нещо"	"nešto"	"něco"	"noget"	"etwas"	"κάτι"	"something"	"algo"	"midagi"	"jotain"	"un truc"	"משהו"	"nešto"	"valami"	"sesuatu"	"qualcosa"	"もの"	"iets"	"noe"	"coś"	"algo"	"ceva"	"кое-что"	"nekaj"	"нешто"	"nåt"	"bir şey"	"thấy một thứ"	
9902	7	"DN"	"autoDN"		"well ? - well , i saw nothing . but there 's been a ... - what ?"	"thing"	"شيئاً"	"нищо"	"ništa"	"nic"	"noget"	"nichts"	"τίποτα"	"nothing"	"nada"	"ei"	"mitään"	"rien"	"דבר-"	"ništa"	"semmit"	"tak"	"nulla"		"niets"	"ingenting"	"nic"	"nada"	"nimic"	"ничего"		"ništa"	"inget"	"şey"		
9935	0	"DN"	"autoDN"		"nothing is indestructible ! not a wall , not maleficent !"	"thing"	"شيء"	"нищо"	"ništa"	"nic"	"intet"	"nichts"	"τίποτα"	"nothing"	"¡nada"	"miski"	"mikään"	"rien"	"אין דבר"	"ništa"	"semmi sem"		"niente"		"niets"	"ingenting"	"wszystko"	"nada"	"nimic nu"		"nič"	"ništa"	"inget"			"没有 什 么 东"
10046	10	"SP"	"agreement"		"oi ! oi , mate ! i think there 's something wrong with your suit . yeah . there 's a dead guy in it ."	"thing"	"الشيء"	"нещо"	"nešto"	"něco"	"noget"	"was"		"something"	"algo"	"midagi"		"un"	"משהו"	"nešto"	"valami"	"ada"	"qualcosa"	"か"	"iets"	"noe"	"coś"		"ceva"	"что-то"	"nekaj"	"нешто"	"nåt"	"şey"	"gì"	"似"
10128	3	"QU"	"agreement"		"have i got something on my face ? no ."	"thing"	"شيء"	"нещо"	"nešto"	"něco"	"noget"	"irgendwas"	"τίποτα"	"something"	"algo"	"midagi"	"jotain"	"truc"	"משהו"	"nešto"	"valami"	"sesuatu"	"qualcosa"	"何 か"	"iets"	"noe"	"coś"	"alguma coisa"	"ceva"	"что-то"	"kaj"	"нешто"	"nåt"	"şey"	"gì"	
10145	2	"DN"	"autoDN"		"there 's nothing here . let 's keep going ."	"thing"	"شيء"	"нищо"	"ničega"	"nic"	"ingenting"	"nichts"	"τίποτα"	"nothing"	"nada"	"midagi"	"ole mitään"	"rien"	"שום דבר"	"ničega"		"apa-apa"	"niente"	"何 も 無"	"niets"	"ingenting"	"nic"	"nada"	"nimic"	"ничего"	"ničesar"	"ничега"	"inget"	"hiçbir şey yok"	"gì"	"這什麼也"
10165	3	"QU"	"agreement"		"have i got something on my face , soldier ?"	"thing"	"تراه"	"нещо"	"nešto"	"něco"	"noget"	"irgendwas"	"τίποτα"	"something"	"algo"	"midagi"	"jotakin"	"truc"		"nešto"	"valami"	"sesuatu"	"qualcosa"	"何 か"	"iets"	"noe"	"coś"	"alguma coisa"		"что-то"	"kaj"	"нешто"	"nåt"		"gì"	
10171	8	"SP"	"agreement"		"oi ! oi , mate ! there 's something wrong with your suit ."	"thing"	"شيء"	"нещо"	"nešto"	"něco"	"noget"	"was"	"κάτι"	"something"	"algo"	"midagi"		"un"	"משהו"	"nešto"	"valami"		"qualcosa"		"iets"	"noe"	"coś"		"ceva"	"что-то"	"nekaj"	"нешто"	"nåt"	"bir"	"gì"	"似"
10304	13	"SP"	"agreement"		"ugh . ugh ! maybe . but , you know ... there is something out there ."	"thing"	"شيء"	"нещо"	"nešto"	"něco"	"noget"	"was"	"κάτι"	"something"	"algo"	"miski"	"jotakin"	"quelque chose"	"משהו"	"nešto"	"ami"	"sesuatu"	"qualcosa"		"iets"	"noe"	"coś"	"coisa"	"ceva"	"что-то"	"nekaj"	"nešto"	"nåt"	"bir şey"	"một thứ gì"	
10333	9	"DN"	"agreement"		"all right , look , we do n't know anything about a dragon thief or an ice-spitting dragon or your lunatic boss and his dragon army , okay ?"	"thing"	"شيئا"	"нищо"	"ništa"	"neslyšeli"	"noget"	"nichts"	"τίποτα"	"anything"	"nada"	"midagi"	"mitään"		"דבר"	"ništa"	"semmit"	"apa-apa"	"niente"	"何 も"	"niets"	"noe"	"nic"	"nada"	"nimic"	"ничего"	"ničesar"	"ništa"	"inget"		"gì"	"什"
8385	4	"SP"	"agreement"		"jacobs , i got something coming your way ."	"thing"	"شيء"	"нещо"	"nešto"	"něco"	"noget"	"bild"		"something"	"algo"	"asja"	"jotakin"		"משהו"	"nešto"	"valami"	"sesuatu"	"qualcosa"	"証拠"	"iets"	"noe"	"coś"	"algo"	"ceva"		"nekaj"	"nešto"	"nåt"	"şey"		"東西"
10368	9	"UF"	"disagreement"		"uh ... `` dargo ... bloody fist '' or something ."	"thing"	"شيء"	"нещо"	"nekako"	"nějak"	"noget"	"so"	"κάτι"	"something"	"algo"	"midagi"	"jotain"	"un"	"משהו"	"nekako"		"apalah"		"か"	"zoiets"	"noe"	"jakoś"	"coisa"	"ceva"	"того"	"nekaj"	"nešto"	"nåt"	"bir şey"	"gì đó"	
10579	4	"DN"	"agreement"		"do n't you know anything ?"	"thing"	"شيئا؟"			"malé"	"ingenting"	"nichts"	"τίποτα"	"anything"	"nada"	"midagi"	"mitään"	"ignare"	"כלום"	"ništa"	"ennyit"	"apa-apa"	"dirti tutto"	"何 も"	"helemaal niets"	"ingenting"	"ogóle"	"nada"	"nimic"	"ничего"	"ničesar"	"pojma"	"ingenting"	"şey"	"gì"	
10620	20	"SP"	"agreement"		"toothless , come . uh , wait , uh , wait ... okay , uh , dad , there-there 's something you need to know ."	"thing"		"нещо"	"nešto"	"něco"	"noget"	"etwas"		"something"	"algo"	"asja"	"juttu"		"משהו"	"nešto"	"valamit"	"sesuatu"	"una cosa"		"iets"	"noe"	"coś"	"uma coisa"	"ceva"	"кое-что"	"nekaj"	"nešto"	"nåt"	"şey"	"một chuyện"	"有件"
10640	8	"NS"	"agreement"		"go on , shout , scream , say something !"	"thing"	"شيئا"	"нещо"	"nešto"	"něco"	"noget"	"etwas"	"κάτι"	"something"	"algo"	"midagi"	"jotakin"	"quelque chose"	"משהו"	"nešto"	"valamit"	"sesuatu"	"qualcosa"			"noe"	"coś"	"alguma coisa"	"ceva"	"что-нибудь"	"kaj"	"nešto"		"bir şey"	"gì đó"	"什"
10754	8	"DN"	"autoDN"		"in the face of it , you are nothing ."	"thing"	"شيئا"	"нищо"	"ništa"	"nicka"	"intet"	"nichts"	"τίποτα"	"nothing"	"nada"	"tühi"	"mitään"	"rien"	"דבר"	"ništa"	"semmi"	"tak"	"niente"		"niets"	"ingenting"	"niczym"	"nada"	"nimic"	"ничто"	"nula"	"ništa"	"inget"	"hiçbir şey yok"		
10842	1	"NS"	"agreement"		"do something !"	"thing"	"‫افعل"	"нещо"	"nešto"	"něco"	"noget"	"was"	"κάτι"	"something"	"algo"	"midagi"	"jotain"	"quelque chose"	"משהו"	"nešto"	"valamit"	"sesuatu"	"qualcosa"		"iets"	"noe"	"coś"	"alguma coisa"	"ceva"	"что-нибудь"	"ukreni kaj"	"nešto"	"nåt"	"şeyler"	"gì"	"想想 办"
10898	11	"SP"	"agreement"		"we may be small in numbers , but we stand for something bigger than anything the world can pit against us ."	"thing"	"شيئا"	"нещо"	"nešto"	"svým"	"noget"	"etwas"	"κάτι"	"something"	"algo"	"millegi"	"jotakin"	"cause"	"משהו"	"nešto"		"sesuatu"		"あ"	"ergens"	"noe"		"coisa"		"нечто"		"nešto"	"nåt"	"bir şeyi"	"một điều gì đó"	"东西"
10900	5	"SP"	"agreement"		"you see , we have something they do n't ."	"thing"	"شيئا"	"нещо"	"nešto"	"něco"	"noget"	"etwas"	"κάτι"	"something"	"algo"	"midagi"	"jotakin"	"quelque chose"	"משהו"	"nešto"	"erősebb"	"sesuatu"	"qualcosa"	"味方"	"iets"	"noe"	"coś"	"coisa"	"ceva"	"то"		"nešto"	"nåt"		"một thứ mà"	
10994	11	"DN"	"agreement"		"hey . what have you got ? factionless . not doing anything . check it out , stiff . that 's gon na be your new family ."	"thing"	"شيئ"	"нищо"	"ništa"	"nic"		"nichts"	"τίποτα"	"anything"	"nada"	"midagi"		"rien"	"כלום"	"ništa"	"semmit"	"apa-apa"	"niente"	"何 も"	"niets"	"noe"	"nic"	"nada"	"nimic"	"заняты"	"lenarijo"	"ništa"	"inget"	"şey"	"gì hết"	"么"
14023	5	"SP"	"agreement"		"well , he 's hiding something ."	"thing"	"شئ"	"нещо"	"nešto"	"něco"	"noget"	"irgendetwas"	"κάτι"	"something"	"algo"	"midagi"	"jotain"	"quelque chose"	"משהו"	"nešto"	"valamit"	"sesuatu"	"qualcosa"	"何 か"	"iets"	"noe"	"coś"	"alguma coisa"	"ceva"	"что-то"	"nekaj"	"нешто"	"något"	"şey"	"điều gì đó"	"所"
19178	17	"NS"	"agreement"		"yeah . here we go , man . here we go . i just want to kick something ."	"thing"	"شيء"	"някой"	"nesto"	"něčeho"	"noget"	"irgendwas"	"κάτι"	"something"	"algo"	"midagi"	"jotakin"	"un truc"	"במשהו"	"nešto"	"valamit"	"sesuatu"	"qualcosa"			"noe"		"algo"	"ceva"	"кого-то"	"nekaj"	"nešto"	"nåt"		"thứ gì đó"	"点 东 西"
11046	30	"CD"	"agreement"		"you 've seen my test result ? of course . i 'm glad you were smart enough to know your own mind . let me know if you ever need anything ."	"thing"	"شيئ"	"нещо"	"nešto"		"noget"	"was"	"κάτι"	"anything"	"algo"	"midagi vajama"	"jotain"		"למשהו"	"nešto"	"bármire"	"sesuatu"	"qualcosa"	"何"		"noe"	"czegoś"	"algo"	"ceva"	"что-то"	"kaj"	"nešto"	"nåt"		"gì cứ nói"	
11074	4	"NS"	"agreement"		"everyone 's afraid of something ."	"thing"	"شيئ"	"нещо"		"něčeho"	"noget"	"etwas"	"κάτι"	"something"	"algo"	"midagi"	"jotakin"		"ממשהו"	"nečega"	"valamitől"		"qualcosa"		"ergens"	"noe"	"czegoś"	"algo"	"ceva"	"чего-то"	"nečesa"	"nečega"	"nåt"	"şeyi"	"gì đó"	"东西"
11121	8	"DN"	"agreement"		"no , i ... i 'm not doing anything ."	"thing"	"شيئ"	"нищо"	"ništa"	"nedělám"	"intet"	"nichts"	"τίποτα"	"anything"	"nada"	"midagi"	"mitään ihmeellistä"	"rien"	"כלום"	"ništa"	"semmit máshogy"	"apapun"	"niente"	"何 も"	"helemaal niets"			"nada"	"nimic"		"ničesar"	"ništa"	"ingenting"	"hiçbir şey"	"gì"	"我什 么也"
11205	4	"QU"	"agreement"		"can i ask you something ? sure . what 's your tattoo ?"	"thing"	"شيئ"	"нещо"	"nešto"	"něco"	"noget"	"was"	"κάτι"	"something"	"algo"	"midagi"	"jotain"		"משהו"	"nešto"	"valamit"		"una cosa"		"iets"	"noe"	"coś"	"uma"	"ceva"		"nekaj"	"nešto"	"sak"	"bir şey"	"cái"	"件"
11244	25	"DN"	"autoDN"		"all abnegation will be questioned . the legendary four ... a mindless drone . you were first in your class . now you 're ... nothing ."	"thing"	"شيئ"	"нищо"	"ništa"	"nic"	"ingenting"	"nichts"	"τίποτα"	"nothing"	"nada"	"ei miski"	"mitään"	"rien"		"ništa"	"senki"		"niente"	"ただ"	"niets"	"ingenting"	"niczym"	"nada"	"nimic"	"без"	"nič"	"ništa"	"ingenting"			"一无"
11320	3	"DN"	"autoDN"		"now we have nothing . we have no home , no faction ... i do n't even know who i am anymore ."	"thing"	"شيئ"	"нищо"	"ništa"	"nic"	"intet"	"nichts"	"τίποτα"	"nothing"	"nada"	"mitte midagi"	"mitään"	"rien"		"ništa"	"semmink"		"niente"	"何 も 残"	"niets"	"noe"	"nic"	"nada"	"nimic"	"ничего"	"ničesar"	"ništa"	"ingenting"	"hiçbir"		
11337	16	"QU"	"agreement"	"Q2"	"uh , just planning ahead . do you think i could speak with the pilot ? something you need ?"	"thing"	"شيئاً؟"	"нещо"	"nešto"		"noget"	"etwas"	"κάτι"	"something"		"midagi"	"jotakin"	"quelque chose"	"משהו"	"nešto"	"valamire"	"sesuatu"	"qualcosa"		"iets wat"		"czegoś"	"alguma coisa"	"ceva"	"что-то"	"kaj"	"nešto"	"något"	"bir şey"	"gì"	
11374	7	"SP"	"agreement"		"so i want you to promise me something , okay ? leave gwen out of it ."	"thing"	"بشيئاً،"	"нещо"		"něco"	"ting"	"eins"	"κάτι"	"something"	"algo"	"midagi"	"jotakin"	"chose"	"משהו"	"nešto"	"valamit"		"una cosa"		"iets"	"noe"	"coś"	"coisa"	"ceva"	"кое-что"	"nekaj"	"nešto"	"sak"	"bir"	"một điều"	
11418	20	"NS"	"disagreement"	"IQ"	"i do n't believe in miracles . how could you possibly understand that your childhood had to be sacrificed for something greater ?"	"thing"	"شيء"	"нещо"	"nešto"	"něčemu"		"etwas"	"κάτι"	"something"	"algo"	"millegi"	"jonkin"	"cause"	"משהו"	"nešto"	"valami"	"sesuatu"	"qualcosa"	"もの"	"iets"	"noe"	"czegoś"	"algo"	"ceva"	"чему-то"	"nekaj"	"nešto"	"något"	"şey"	"một điều"	
11042	2	"QU"	"agreement"		"was it something i said ? he 's an idiot . yeah . yeah . that 's okay ."	"thing"		"нещо"	"nečega"	"něco"	"noget"	"was"	"κάτι"	"something"	"algo"	"midagi"	"jotain"		"משהו"	"nečega"	"rosszat"	"karena"	"qualcosa"		"iets"	"noe"	"coś"	"algo"	"ceva"		"kaj"	"nečega"	"nåt"		"lỡ"	"什"
